id,name,artists,acousticness,valence,energy,danceability,instrumentalness,loudness,speechiness,tempo,popularity,pop_grade
0VE4ayVlGs5DBoqOdgJ0Zv,Donna - Single Version,['Ritchie Valens'],0.8640000000000001,0.29,0.225,0.472,0.0,-12.581,0.0263,100.299,56.0,1
7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,['The Everly Brothers'],0.8390000000000001,0.534,0.462,0.534,0.0,-8.172,0.0266,96.195,68.0,2
11fNLqDB47gMKj7BHhR2Qr,Wake up Little Susie,['The Everly Brothers'],0.318,0.936,0.62,0.7090000000000001,0.0,-9.382,0.034,93.723,62.0,2
5IVaPiiBCUgsNp3kWeU5c2,Stay,"['Maurice Williams', 'The Zodiacs']",0.833,0.688,0.713,0.489,0.0,-9.811,0.0644,123.619,45.0,1
3YDnZvDLMM6Neih8hyzRvV,Silly,['Deniece Williams'],0.871,0.4,0.35,0.452,0.00135,-9.624,0.0288,115.18,49.0,1
6bs9zxCTiAzYXsE7dEBrF5,Try Me,['James Brown'],0.831,0.7040000000000001,0.342,0.664,0.0,-10.876,0.0294,100.792,34.0,0
5y1iInKBJiE9Qfi4eKOal9,Love Lost,['The Temper Trap'],0.0189,0.346,0.574,0.55,0.568,-7.427,0.0341,122.579,50.0,1
3G87VjDnNPFBN0m97qYIea,Paranoia in B Major,['The Avett Brothers'],0.232,0.386,0.556,0.54,7.75e-06,-6.822,0.0423,123.361,45.0,1
2d5vz9uU5Jan1rX8mkxw2w,Manhattan,['Kings of Leon'],0.0154,0.402,0.802,0.4970000000000001,0.000219,-5.807,0.0404,112.287,58.0,1
5jnekVPgf12EsKtBX3JPTW,Coney Island,['Good Old War'],0.393,0.923,0.741,0.619,0.0,-7.186,0.0444,99.475,46.0,1
6ZpR2XFuQJSHAQwg9495KZ,Mind (feat. Kai),"['Jack Ü', 'Skrillex', 'Diplo', 'kai']",0.117,0.356,0.777,0.502,2.91e-06,-4.627,0.0934,174.153,65.0,2
2DopRU3QWz4CWymUUrKvO4,bodyache,['Purity Ring'],0.145,0.413,0.657,0.6459999999999999,5.7e-05,-5.3,0.0628,139.99,51.0,1
76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,['Drake'],0.245,0.33,0.521,0.8390000000000001,0.00545,-10.45,0.166,105.992,61.0,2
4ZJPwET9Jrgpkqi4Vo3Yg8,Bad Bitch (feat. Ty Dolla $ign),"['Bebe Rexha', 'Ty Dolla $ign']",0.0283,0.366,0.615,0.6559999999999999,0.0,-6.252000000000002,0.0539,139.91,66.0,2
2EcQY09CYgJ1qk6H1qZf8h,26,['Paramore'],0.852,0.409,0.286,0.561,3.5600000000000005e-05,-10.917,0.0266,90.00399999999998,60.0,2
4ZFtNZuzzdHjYKARA8TEh2,Birthday Bitch,['Trap Beckham'],0.000949,0.522,0.674,0.957,0.000215,-9.728,0.103,102.481,57.0,1
5rAIqtGPZNiCojmpRjuZW5,Gematria (The Killing Name),['Slipknot'],0.000189,0.32,0.992,0.361,0.0006129999999999,-2.69,0.136,101.579,50.0,1
4l3Vmsw0KO8HJqFtnbqaqu,Left Behind,['Slipknot'],7.03e-05,0.115,0.994,0.229,0.00548,-3.431,0.22,156.623,62.0,2
47VSmPTydr0saGjbQGwCeg,Disasterpiece,['Slipknot'],0.000128,0.189,0.988,0.395,0.000244,-4.063,0.246,107.684,59.0,1
61mWefnWQOLf90gepjOCb3,Duality,['Slipknot'],0.000237,0.194,0.982,0.354,0.000294,-3.026,0.168,143.77200000000005,77.0,3
61KpjCXatXtHSv7z9hsv7B,Three Nil,['Slipknot'],0.000232,0.105,0.993,0.311,9.78e-06,-2.484,0.2,114.273,49.0,1
0at89DgpVeImkVrQ0htbVm,Pulse of the Maggots,['Slipknot'],0.00301,0.112,0.994,0.218,3.4e-06,-2.222,0.291,87.469,58.0,1
6wqJeItl3Vc3az4ZicSQAB,Before I Forget,['Slipknot'],0.0177,0.348,0.974,0.291,5.44e-06,-2.997,0.171,134.724,75.0,3
6GCusUym0CAdFS2g1qG79Y,The Nameless,['Slipknot'],0.0155,0.22,0.983,0.338,0.000743,-2.4290000000000003,0.18,105.938,57.0,1
2yYX7KbfWZrezWVW1vN3iz,Eyeless,['Slipknot'],0.000463,0.13,0.997,0.293,3.950000000000001e-05,-4.364,0.217,100.348,47.0,1
15DLl1r2zi07Ssq5RT1yT0,Wait and Bleed,['Slipknot'],0.00208,0.327,0.996,0.382,0.0,-4.119,0.104,93.345,59.0,1
2yTnWN1R5j6grXC8YLf5mc,Spit It Out,['Slipknot'],0.0309,0.534,0.946,0.331,5.62e-06,-4.599,0.0775,139.965,51.0,1
4Z6e88z4yPI3oYBAUicQ1b,Liberate,['Slipknot'],0.000779,0.395,0.99,0.334,0.0,-3.961,0.187,145.162,41.0,1
58YBY8OiX56vQhcHUgul9m,There He Go,['ScHoolboy Q'],0.451,0.83,0.754,0.835,0.0,-7.182,0.318,144.115,51.0,1
1jROHCeEzDr6VnV8EnBnik,Stoner,['Young Thug'],0.421,0.606,0.675,0.8759999999999999,1.16e-06,-3.28,0.146,135.959,51.0,1
0pT1DW5RUHelpBMyEgWwaU,Sh!t,['Future'],0.0234,0.159,0.544,0.935,0.0,-6.504,0.113,105.99,50.0,1
2JpUkUR0OsOlUUfm6iS8ic,Money Maker,"['Ludacris', 'Pharrell Williams']",0.15,0.612,0.598,0.551,0.0,-6.79,0.27,78.756,61.0,2
14uUTfHIwIp587cz13UI5A,Down 4 My N's,"['Snoop Dogg', 'C-Murder', 'Magic']",0.0412,0.523,0.765,0.831,0.0,-5.6610000000000005,0.273,90.995,48.0,1
0CAJdthKDdRjB2h8YOguN6,What You Know,['T.I.'],0.0155,0.332,0.81,0.551,0.0,-4.365,0.0344,73.464,64.0,2
0cyDtn3bMS1XoTp6Lcef1d,Walk Thru (feat. Problem),"['Rich Homie Quan', 'Problem']",0.405,0.54,0.4920000000000001,0.691,0.0,-10.815,0.196,92.019,51.0,1
5voPrNQYQ4kQoRZ9A2NghB,Bowtie (feat. Sleepy Brown & Jazze Pha),"['OutKast', 'Sleepy Brown', 'Jazze Pha']",0.338,0.648,0.888,0.84,0.0,-4.78,0.262,98.532,41.0,1
2L8cFPItBljPNJgPjTnuIf,No Flex Zone,['Rae Sremmurd'],0.00433,0.241,0.518,0.925,0.0,-5.831,0.106,120.064,60.0,2
3qQ6WFhcAx6LOH1UHz1c0U,Hookah,"['Tyga', 'Young Thug']",0.735,0.219,0.484,0.6779999999999999,0.0,-6.647,0.43,190.04,61.0,2
4dpEYOPcmHNfvERbiajp3G,Sweetie Little Jean,['Cage The Elephant'],0.029,0.3670000000000001,0.532,0.524,8.41e-05,-6.07,0.026,135.67700000000002,60.0,2
4FmCUATNIarCQh72JYdvnm,That's Life,['Frank Sinatra'],0.55,0.664,0.434,0.56,0.0,-14.151,0.0729,112.803,72.0,2
4Z4eU8yoBtBGIQPQrhCFr2,The Lady Is A Tramp - Remastered,['Frank Sinatra'],0.515,0.648,0.144,0.551,0.0,-13.883,0.0392,128.122,62.0,2
1DrlLvlYd1FIjNavRm6NdX,Back Pocket,['Vulfpeck'],0.478,0.89,0.585,0.8390000000000001,0.00281,-7.737999999999999,0.153,89.821,63.0,2
5oK98mpTJSU0iqLHN1hZ3y,22 (OVER S∞∞N),['Bon Iver'],0.972,0.0972,0.112,0.298,0.0823,-15.765,0.0353,86.786,56.0,1
0xMEF2WiqKWTIG7Krjungw,The Distance,['Cake'],0.00796,0.888,0.7490000000000001,0.463,0.00219,-8.118,0.0891,183.048,65.0,2
3uK81IbKrK2xfLcjjCJDEE,Long Time,['Cake'],0.0141,0.555,0.581,0.6859999999999999,0.196,-10.199,0.0422,119.988,43.0,1
5UvR3VWxfVVKMgGrD3XZVj,Dream Lover,['Dion'],0.473,0.8909999999999999,0.525,0.358,0.0,-10.077,0.0356,71.257,48.0,1
1UwriLz98ILbRhrtohTca1,The Wanderer,['Dion'],0.193,0.8420000000000001,0.48,0.623,0.0,-13.215,0.0392,114.436,59.0,1
6SJ1hWFVBIiUgGgHKvwXCQ,Sell Out,['Reel Big Fish'],0.064,0.947,0.87,0.557,1.51e-05,-6.3320000000000025,0.125,104.708,60.0,2
3p9x4bK5bwmgXE6POMvOp0,Constant Conversations,['Passion Pit'],0.174,0.304,0.799,0.56,0.0679,-4.466,0.0675,69.972,49.0,1
5cwN1htZyoWqZCc33f3RfE,The High Road,['Broken Bells'],0.0682,0.609,0.637,0.61,6.12e-06,-6.574,0.0238,79.955,66.0,2
3eX2JOSwcPjVEe2zbVZ2GH,The Night Begins to Shine,['B.E.R.'],0.00416,0.346,0.648,0.618,0.0668,-7.098,0.0287,129.917,58.0,1
6M14BiCN00nOsba4JaYsHW,Ocean Man,['Ween'],0.551,0.973,0.912,0.72,0.00122,-6.13,0.0363,122.782,65.0,2
0V8jGgK39sLsj2yAHHPigU,Go Outside,['Cults'],0.122,0.495,0.7040000000000001,0.366,0.939,-6.757999999999999,0.0326,77.473,56.0,1
4tmy6FB76bR5eLmx0zO1mn,Pennies From Heaven,"['Louis Prima', 'Sam Butera & The Witnesses']",0.452,0.915,0.408,0.515,0.0,-11.96,0.194,185.767,59.0,1
5atlAt28h9xM5wxPspr5MU,Whole Wide World - Unpeeled,['Cage The Elephant'],0.377,0.762,0.7509999999999999,0.405,0.0,-3.608,0.0392,120.826,57.0,1
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,['Foreigner'],0.193,0.423,0.471,0.477,1.76e-06,-10.036,0.0277,81.204,78.0,3
05fHQeRbCSjKVS6z0WbQKJ,Every Time You Go Away - Radio Edit,['Paul Young'],0.187,0.8440000000000001,0.721,0.5720000000000001,7.41e-06,-8.959,0.0402,164.252,71.0,2
1gVgkQFOKa8Wc1HYsJtPdH,More Than Words,['Extreme'],0.467,0.239,0.134,0.626,0.0,-14.898,0.0298,91.893,66.0,2
6MfVSA5iKBPHzo6RGARjL0,Lost In Love,['Air Supply'],0.425,0.436,0.316,0.583,5.67e-05,-19.292,0.0315,114.36,61.0,2
6fkvIT9KFKxO8poBeKfaEf,One More Night - 2016 Remaster,['Phil Collins'],0.7879999999999999,0.343,0.442,0.534,0.000351,-9.442,0.0308,136.369,69.0,2
5nDSJO4909uNzMcZH3CggS,Hard to Say I'm Sorry - 2009 Remaster,['Chicago'],0.695,0.256,0.417,0.537,1.86e-06,-7.209,0.0273,144.716,56.0,1
09bRmFRViBORKQ2miwp04P,Even the Nights Are Better,['Air Supply'],0.565,0.236,0.507,0.434,0.0,-10.422,0.0358,115.309,64.0,2
2TcwEYyydQuEMJwdmSgVLD,When I Need You - Remastered,['Leo Sayer'],0.389,0.11,0.342,0.597,3.04e-05,-8.167,0.0299,109.609,56.0,1
6iXQrhhgBisdfvS34EMTZ3,Mandy,['Barry Manilow'],0.418,0.318,0.464,0.308,2.49e-06,-9.032,0.0279,103.734,70.0,2
5Pj5zrq2nbKcAekH1AxbrO,Lady,['Kenny Rogers'],0.861,0.2,0.183,0.362,0.000234,-16.0,0.0347,136.64600000000002,61.0,2
70RPjUR5l0jmBQndfNXP0z,Piano In The Dark,['Brenda Russell'],0.403,0.4320000000000001,0.316,0.7290000000000001,8.55e-05,-17.054000000000002,0.0248,99.729,46.0,1
39qYD4J4BKvZMQgxfXl5bv,Eye In The Sky,['The Alan Parsons Project'],0.562,0.522,0.417,0.823,0.00098,-12.643,0.032,111.928,70.0,2
42lAZKaWTWOC2pJe7eQDGw,Lucille,['Kenny Rogers'],0.7929999999999999,0.394,0.199,0.647,5.01e-05,-18.046,0.037,142.172,36.0,0
36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,['Chicago'],0.368,0.388,0.602,0.583,0.0,-6.364,0.0274,74.008,73.0,3
07TnWCHrFkvF61GzJuLVt0,Hard to Say I'm Sorry / Get Away - 2006 Remaster,['Chicago'],0.056,0.234,0.57,0.398,0.00125,-7.068,0.034,140.974,70.0,2
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,['Chicago'],0.0193,0.276,0.564,0.429,0.000828,-6.784,0.0268,104.212,75.0,3
7jkaDdbkFbL108GVwC7SWB,Arrivederci Roma,['Dean Martin'],0.916,0.117,0.175,0.172,0.00502,-16.459,0.0323,94.998,26.0,0
6zkHymyoD3tIqV7RwCAYUw,Sleep Without You,['Brett Young'],0.0169,0.653,0.7070000000000001,0.626,0.0,-5.755,0.0425,88.54299999999998,61.0,2
5o9LteJdhkA3ndUDz4JVfV,Make You Mine,['High Valley'],0.12,0.522,0.892,0.5760000000000001,0.0,-4.178,0.0392,123.074,57.0,1
081t95JRuDUrQYSS3h8iKk,Sober Saturday Night (feat. Vince Gill),"['Chris Young', 'Vince Gill']",0.049,0.263,0.672,0.477,0.0,-5.234,0.0306,139.864,54.0,1
1bXV5MjCKNmD8viWpawP9A,Legally Blonde,"['Christian Borle', 'Laura Bell Bundy']",0.862,0.227,0.119,0.446,0.0,-14.447,0.0521,127.248,50.0,1
3i0J9e00YhlrKO7AqgdO8Z,She Used to Be Mine,['Jessie Mueller'],0.5489999999999999,0.132,0.223,0.606,0.0,-8.567,0.0356,125.097,57.0,1
6zEEGZVvTnbyPtaovocFwy,I Know It's Today,"['Leah Greenhaus', ""Marissa O'Donnell"", 'Sutton Foster']",0.8340000000000001,0.42,0.269,0.561,0.0,-9.446,0.0592,137.395,47.0,1
05vReyxhvuE564kb2Jnmux,Who I'd Be,"['Daniel Breaker', ""Brian D'Arcy James""]",0.672,0.401,0.642,0.308,0.0,-7.216,0.1369999999999999,190.057,45.0,1
2QHp9O8qaXyKw3gnXS39me,Ireland,['Orfeh'],0.917,0.341,0.12,0.476,0.0,-13.759,0.0405,112.901,43.0,1
7ti94QY6CIjiEEKEqgGRLw,Take It Like a Man,"['Christian Borle', 'Laura Bell Bundy']",0.7240000000000001,0.385,0.315,0.442,0.0,-11.254,0.0874,135.319,44.0,1
3OIoLMnnWzAUORFQxRAhdF,You Matter to Me,"['Drew Gehling', 'Jessie Mueller']",0.841,0.153,0.231,0.43,0.000704,-12.172,0.0295,102.241,54.0,1
1mRBJdpIgc3jZH8C3cN2WV,If Only,['Dove Cameron'],0.271,0.29,0.6,0.477,0.0,-5.652,0.0324,152.062,65.0,2
5AOmtc34V50R1hAOshTTmD,Forget About the Boy,"['Sutton Foster', 'Anne L. Nathan', 'Thoroughly Modern Millie Ensemble']",0.727,0.7659999999999999,0.4370000000000001,0.456,1.6e-06,-9.599,0.258,200.316,41.0,1
3Mr6ofzF6ZuYiqHh8qNud3,On My Own,['Samantha Barks'],0.883,0.205,0.119,0.338,0.0,-15.714,0.0632,71.842,51.0,1
29bONW7GKEq7ZDBqiQC2PV,Empty Chairs At Empty Tables,['Eddie Redmayne'],0.944,0.115,0.0688,0.386,1.22e-05,-17.977,0.0496,114.547,45.0,1
7ih0MAOJz2OiaXR1lOO61X,Two by Two,"['Andrew Rannells', 'Josh Gad', ""Rory O'Malley"", 'Kevin Duda', 'Clark Johnsen', 'Justin Bohon', 'Brian Sears', 'Scott Barnhardt', 'Benjamin Schrader', 'Lewis Cleale', 'Jason Michael Snow']",0.73,0.609,0.444,0.5489999999999999,0.0,-10.08,0.388,156.569,49.0,1
3nfMOTjl5Ts1GZScRKuQnF,So Much Better,"['Laura Bell Bundy', ""'Legally Blonde' Ensemble""]",0.564,0.426,0.59,0.5870000000000001,0.0,-10.221,0.6890000000000001,78.70100000000002,53.0,1
2u2McJSgHM5iHyOLSwWySb,Brand New Day,['Neil Patrick Harris'],0.575,0.5579999999999999,0.542,0.727,0.0,-7.729,0.0538,120.057,47.0,1
08hlFtp8y9S6YZmjBNvQ1I,Hello!,"['Andrew Rannells', 'Josh Gad', ""Rory O'Malley"", 'Kevin Duda', 'Clark Johnsen', 'Justin Bohon', 'Brian Sears', 'Scott Barnhardt', 'Benjamin Schrader', 'Lewis Cleale', 'Jason Michael Snow']",0.735,0.654,0.506,0.6579999999999999,0.0,-9.927,0.246,130.491,56.0,1
2UTS33qrSdZUD6zApZXDcI,Chip on My Shoulder,"['Christian Borle', ""'Legally Blonde' Greek Chorus"", 'Laura Bell Bundy', ""'Legally Blonde' Ensemble""]",0.6759999999999999,0.424,0.206,0.672,0.0,-15.155,0.393,105.366,48.0,1
7565IntuBBDFQo2midnEDN,Legally Blonde - Remix,"['Kate Shindle', 'Laura Bell Bundy', ""'Legally Blonde' Ensemble"", 'Natalie Joy Johnson']",0.337,0.456,0.584,0.493,0.000229,-9.838,0.488,153.55,45.0,1
3g6lXYay6mqmtFmjzSYr66,Thing Called Love,['Bonnie Raitt'],0.0197,0.7170000000000001,0.64,0.637,2.39e-06,-11.726,0.0309,129.654,40.0,1
5DXvq6kWCNefq4qTSVGGGC,Have A Heart,['Bonnie Raitt'],0.485,0.4320000000000001,0.269,0.7170000000000001,5.79e-05,-15.357,0.0378,67.726,40.0,1
1gqk2dawfdLdn4XamF27cx,Nick Of Time,['Bonnie Raitt'],0.37,0.7829999999999999,0.312,0.8859999999999999,0.00208,-16.094,0.0579,117.692,53.0,1
5MtN38MGEWJt60LwtBmFNP,Texas Flood,['Stevie Ray Vaughan'],0.000788,0.441,0.423,0.256,0.402,-11.994000000000002,0.035,173.27,59.0,1
0AfIsqZ4gTUg9CwwW2jLeK,Bother,['Stone Sour'],0.388,0.141,0.281,0.272,2.29e-05,-7.633999999999999,0.0287,89.914,66.0,2
08JVaI77aIffN0wNjTOG4b,Ready for Love - 2015 Remaster,['Bad Company'],0.514,0.468,0.521,0.5660000000000001,0.000288,-11.824000000000002,0.0321,129.167,49.0,1
2iXBZ32Fz5VDCLeE0JIdX5,Better in Time,['Leona Lewis'],0.512,0.5489999999999999,0.7,0.584,2.43e-05,-4.251,0.0506,163.953,70.0,2
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,['Nickelback'],0.00135,0.5429999999999999,0.764,0.446,0.0,-5.042,0.033,172.09400000000005,78.0,3
4wzjNqjKAKDU82e8uMhzmr,Face Down,['The Red Jumpsuit Apparatus'],0.000665,0.464,0.932,0.545,0.0,-2.189,0.0399,92.956,75.0,3
4PkJ7c9y1CwpuVOiJODnCZ,Someday,['Nickelback'],0.000616,0.597,0.858,0.455,0.000247,-5.659,0.0391,163.118,70.0,2
0vtJ9Dq53hfXE3KyP1yPni,40oz. To Freedom,['Sublime'],0.00053,0.364,0.489,0.688,0.00292,-7.848,0.0378,94.27,59.0,1
4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,['Elton John'],0.446,0.397,0.473,0.5589999999999999,0.00141,-7.7120000000000015,0.0279,121.227,71.0,2
5oZ2YnJxTXl7CdJJKehPHR,Cuts Like A Knife,['Bryan Adams'],0.0179,0.601,0.464,0.469,2.87e-06,-17.281,0.0263,95.921,49.0,1
4gRA0i5sxx3jAhHaVjPnUN,Use Me,['Bill Withers'],0.0333,0.948,0.586,0.759,0.00312,-13.461,0.056,154.624,66.0,2
1tjpccwiGZTMDfHr5VGCmT,I Wish It Would Rain,['The Temptations'],0.443,0.6920000000000001,0.449,0.388,0.0,-12.584,0.088,179.65099999999995,54.0,1
2wmEryA2YLaFwFvA63n3O2,Don't Take The Girl,['Tim McGraw'],0.279,0.354,0.454,0.439,0.0,-8.669,0.0308,204.263,60.0,2
7lUE02KHkZM44BZgjCaWRO,Meet In the Middle,['Diamond Rio'],0.6629999999999999,0.5539999999999999,0.443,0.746,0.0,-11.305,0.0359,91.11,66.0,2
77FGTjA70Tvo3WTdsBSAUJ,Angels Among Us,['Alabama'],0.936,0.34,0.304,0.5589999999999999,1.09e-06,-10.922,0.029,137.724,51.0,1
6CG3BXccaxPwFwymSSJBNy,The Closer You Get,['Alabama'],0.178,0.831,0.417,0.7559999999999999,1.8e-06,-14.943,0.0309,113.996,47.0,1
40jK6rrM6gR5Bju6EuyP2P,Satisfied in You (Psalm 42),['The Sing Team'],0.936,0.0785,0.0504,0.445,0.0,-14.966,0.0389,108.636,49.0,1
5KTJJnSs2H1p5SaBXsG0Hb,Cornerstone - Live,['Hillsong Worship'],0.0454,0.123,0.575,0.389,2.78e-05,-6.699,0.0313,142.976,51.0,1
1laUzJ0NBV7iwWCcquCxcN,Simple Gospel (Live),['United Pursuit'],0.383,0.165,0.266,0.453,1.66e-05,-11.12,0.0276,71.611,56.0,1
7tURQQhMTcJXIVe1dvji7v,Man Of Sorrows - Live,['Hillsong Worship'],0.0716,0.214,0.53,0.373,0.0,-6.445,0.028,143.90200000000004,47.0,1
6q08ixr5SZRfcELAb4tTRP,Cotton Eyed Joe,"[""Circus DJ's""]",0.000175,0.935,0.735,0.911,0.000999,-6.38,0.0569,132.57299999999998,49.0,1
2VN7uPrbryJ7nE2MXX3f9a,"Burning Heart - From ""Rocky IV"" Soundtrack",['Survivor'],0.298,0.6459999999999999,0.609,0.652,8.79e-06,-9.684,0.028,98.125,66.0,2
5NRl32BO29q8xtWFvOlHZE,River Of Tears,['Alessia Cara'],0.928,0.285,0.3720000000000001,0.388,0.0,-5.72,0.0468,89.70100000000002,64.0,2
2l8sAa7La9rjejJAmHdPEB,Count On You (feat. Jordin Sparks),"['Big Time Rush', 'Jordin Sparks']",0.219,0.304,0.705,0.638,0.0,-4.47,0.035,91.961,53.0,1
2fG23IIy7rYN8eMNbAHcS2,Keep It To Yourself,['Kacey Musgraves'],0.57,0.552,0.622,0.6409999999999999,8.149999999999999e-05,-9.153,0.0297,147.997,53.0,1
0nRuVPZx2iA3KWR4xSzryl,TALK ME DOWN,['Troye Sivan'],0.151,0.354,0.7809999999999999,0.362,0.000197,-6.803,0.0741,173.688,56.0,1
4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,['Ed Sheeran'],0.914,0.257,0.242,0.589,0.0,-10.517,0.0442,89.749,78.0,3
2pmO8V5TEDZqsrcaxSucpj,BLUE,"['Troye Sivan', 'Alex Hope']",0.593,0.212,0.536,0.39,0.0,-7.536,0.0384,129.997,59.0,1
7jJH8F3PHlNvxfqEAAfFDl,I Choose You,['Sara Bareilles'],0.105,0.947,0.5720000000000001,0.731,0.00012,-7.8889999999999985,0.0445,154.03799999999995,67.0,2
6LteLVcW0oWLjuW6nePyWb,The Fault in Our Stars,['Troye Sivan'],0.613,0.405,0.179,0.481,2.84e-05,-21.424,0.109,74.85,66.0,2
0cz7M4ekhYl63PTSNLyX3L,Appreciated,['Rixton'],0.00742,0.306,0.769,0.573,0.0,-6.388,0.0364,106.021,52.0,1
7GgQi7JTG4b6J4iEF4RTjF,Remedy,['Adele'],0.8909999999999999,0.251,0.305,0.396,0.0,-6.481,0.0387,165.398,63.0,2
46HZ8l9wPo9JNsk7dZLamb,Peace of Mind,['PARTYNEXTDOOR'],0.284,0.425,0.3670000000000001,0.782,0.0,-5.28,0.0548,99.004,57.0,1
5FZxsHWIvUsmSK1IAvm2pp,Best of You,['Foo Fighters'],0.000769,0.369,0.94,0.366,9.42e-05,-5.119,0.0696,130.19799999999998,76.0,3
7x8dCjCr0x6x2lXKujYD34,The Pretender,['Foo Fighters'],0.000917,0.365,0.959,0.433,0.0,-4.04,0.0431,172.984,77.0,3
5fMwvrqujbQjUxcNPcYrUF,Janie's Got A Gun,['Aerosmith'],0.0516,0.444,0.823,0.633,0.000496,-5.7920000000000025,0.0287,115.107,56.0,1
6NGi23FFKq9tH5NR1NcTw2,Let Her Cry,['Hootie & The Blowfish'],0.0353,0.256,0.698,0.352,0.0,-6.278,0.0303,142.57,65.0,2
4RS9PmtHQe7I0o5fEeweOY,Dance the Night Away - 2015 Remaster,['Van Halen'],0.0373,0.7190000000000001,0.843,0.5479999999999999,1.26e-06,-7.32,0.0597,129.661,64.0,2
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,['Europe'],0.0628,0.188,0.843,0.529,0.0008269999999999,-6.908,0.0616,117.662,77.0,3
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,['The Clash'],0.123,0.7759999999999999,0.8009999999999999,0.6509999999999999,0.0,-7.34,0.0513,133.763,73.0,3
0wJoRiX5K5BxlqZTolB2LD,Purple Haze,['Jimi Hendrix'],0.0087599999999999,0.486,0.905,0.5329999999999999,0.578,-5.27,0.0754,108.9,72.0,2
5IRWgQiN0c2i4U97iE3OoY,Heart of Gold - 2017 Remaster,['Neil Young'],0.212,0.8270000000000001,0.444,0.542,0.0519,-11.567,0.0295,171.71900000000005,53.0,1
6VltRkmJbCTqgKrTHk4Ulw,"My My, Hey Hey (Out of the Blue) - 2016 Remaster","['Neil Young', 'Crazy Horse']",0.856,0.435,0.4,0.502,0.000375,-13.697,0.0294,127.182,68.0,2
4YZPNMikflNQnTs67GfKKX,"The Wild Boys - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",['Duran Duran'],0.373,0.649,0.826,0.753,0.0,-7.127999999999999,0.0614,115.797,53.0,1
4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,['Elvis Presley'],0.41,0.915,0.5820000000000001,0.647,1.93e-06,-9.538,0.0755,167.396,73.0,3
47gmoUrZV3w20JAnQOZMcO,Blue Suede Shoes,['Elvis Presley'],0.654,0.962,0.66,0.557,1.66e-06,-7.706,0.056,95.252,62.0,2
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",['Pink Floyd'],0.0781,0.7190000000000001,0.394,0.6940000000000001,0.000677,-15.880999999999998,0.0428,104.126,76.0,3
2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),['Pink Floyd'],0.391,0.258,0.375,0.431,0.721,-15.142,0.0347,128.153,69.0,2
2nLtzopw4rPReszdYBJU6h,Numb,['Linkin Park'],0.0046,0.243,0.863,0.496,0.0,-4.1530000000000005,0.0381,110.018,82.0,4
7K6xMPtAjTuLPNlJMLf5bS,"Another Brick in the Wall, Pt. 1",['Pink Floyd'],0.937,0.0967,0.0457,0.617,0.6409999999999999,-26.401,0.0344,99.48,62.0,2
5A7eooPKJHtr0UJmatjH4a,"Another Brick in the Wall, Pt. 3",['Pink Floyd'],0.0554,0.448,0.472,0.653,6.45e-05,-14.797,0.0353,102.558,56.0,1
1Eolhana7nKHYpcYpdVcT5,Little Wing,['Jimi Hendrix'],0.181,0.426,0.534,0.515,0.00278,-8.045,0.0768,70.77600000000002,71.0,2
5ASZFbCod633wLragmPYTj,Renegade,"['JAY-Z', 'Eminem']",0.441,0.826,0.7240000000000001,0.764,1.27e-06,-4.748,0.368,84.79700000000003,61.0,2
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,['Blur'],0.00178,0.918,0.789,0.674,0.0071,-6.903,0.0676,129.804,76.0,3
3piY5aMfwEEmXMV6I9kpoi,Imagine,['Jack Johnson'],0.937,0.374,0.179,0.5539999999999999,0.024,-18.254,0.0362,141.946,63.0,2
1Jmqubf9kGkWeYQXQKImL5,People Are Strange,['The Doors'],0.685,0.764,0.467,0.6990000000000001,0.0,-8.578,0.0375,119.287,71.0,2
6ivzLSDw82LpxXfToyb0He,The Warrior's Code,['Dropkick Murphys'],0.000382,0.557,0.981,0.342,7.25e-06,-2.963,0.146,90.957,54.0,1
2PNjn68WCzvsJwAc37eFki,The Green Fields Of France (No Man's Land),['Dropkick Murphys'],0.639,0.35,0.444,0.471,0.0,-7.155,0.0299,145.054,51.0,1
2jggiA0przPmYj0Z96W7Q0,The Dirty Glass,['Dropkick Murphys'],0.069,0.474,0.936,0.338,0.0,-4.022,0.109,142.961,51.0,1
76JBKwPnXX4SjpTrOMfTNM,Kiss Me I'm #!@'faced,['Dropkick Murphys'],0.00259,0.475,0.912,0.292,0.0,-2.077,0.0561,79.298,48.0,1
